Ligand,Receptor,RouteNumber,Combine
Kitl,KIT,168,KITL_KIT_168
Tshb,TSHR,353,TSHB_TSHR_353
Tshb,TSHR,354,TSHB_TSHR_354
Cga,TSHR,353,CGA_TSHR_353
Cga,TSHR,354,CGA_TSHR_354
Bdnf,NTRK2,207,BDNF_NTRK2_207
Bdnf,NTRK2,208,BDNF_NTRK2_208
Bdnf,NTRK2,209,BDNF_NTRK2_209
Bdnf,NTRK2,210,BDNF_NTRK2_210
Bdnf,NTRK2,211,BDNF_NTRK2_211
Bdnf,NTRK2,212,BDNF_NTRK2_212
Bdnf,NTRK2,213,BDNF_NTRK2_213
Bdnf,NTRK2,214,BDNF_NTRK2_214
Bdnf,NTRK2,215,BDNF_NTRK2_215
Bdnf,NTRK2,216,BDNF_NTRK2_216
Bdnf,NTRK2,217,BDNF_NTRK2_217
Bdnf,NTRK2,218,BDNF_NTRK2_218
Ngf,NTRK1,34,NGF_NTRK1_34
Ngf,NTRK1,35,NGF_NTRK1_35
Ngf,NTRK1,195,NGF_NTRK1_195
Ngf,NTRK1,196,NGF_NTRK1_196
Ngf,NTRK1,197,NGF_NTRK1_197
Ngf,NTRK1,198,NGF_NTRK1_198
Ngf,NTRK1,199,NGF_NTRK1_199
Ngf,NTRK1,200,NGF_NTRK1_200
Ngf,NTRK1,201,NGF_NTRK1_201
Ngf,NTRK1,202,NGF_NTRK1_202
Ngf,NTRK1,203,NGF_NTRK1_203
Ngf,NTRK1,204,NGF_NTRK1_204
Ngf,NTRK1,205,NGF_NTRK1_205
Ngf,NTRK1,206,NGF_NTRK1_206
Hgf,MET,7,HGF_MET_7
Hgf,MET,8,HGF_MET_8
Hgf,MET,9,HGF_MET_9
Klk1b4,NTRK1,34,KLK1B4_NTRK1_34
Klk1b4,NTRK1,35,KLK1B4_NTRK1_35
Klk1b4,NTRK1,195,KLK1B4_NTRK1_195
Klk1b4,NTRK1,196,KLK1B4_NTRK1_196
Klk1b4,NTRK1,197,KLK1B4_NTRK1_197
Klk1b4,NTRK1,198,KLK1B4_NTRK1_198
Klk1b4,NTRK1,199,KLK1B4_NTRK1_199
Klk1b4,NTRK1,200,KLK1B4_NTRK1_200
Klk1b4,NTRK1,201,KLK1B4_NTRK1_201
Klk1b4,NTRK1,202,KLK1B4_NTRK1_202
Klk1b4,NTRK1,203,KLK1B4_NTRK1_203
Klk1b4,NTRK1,204,KLK1B4_NTRK1_204
Klk1b4,NTRK1,205,KLK1B4_NTRK1_205
Klk1b4,NTRK1,206,KLK1B4_NTRK1_206
Ntf3,NTRK1,34,NTF3_NTRK1_34
Ntf3,NTRK1,35,NTF3_NTRK1_35
Ntf3,NTRK1,195,NTF3_NTRK1_195
Ntf3,NTRK1,196,NTF3_NTRK1_196
Ntf3,NTRK1,197,NTF3_NTRK1_197
Ntf3,NTRK1,198,NTF3_NTRK1_198
Ntf3,NTRK1,199,NTF3_NTRK1_199
Ntf3,NTRK1,200,NTF3_NTRK1_200
Ntf3,NTRK1,201,NTF3_NTRK1_201
Ntf3,NTRK1,202,NTF3_NTRK1_202
Ntf3,NTRK1,203,NTF3_NTRK1_203
Ntf3,NTRK1,204,NTF3_NTRK1_204
Ntf3,NTRK1,205,NTF3_NTRK1_205
Ntf3,NTRK1,206,NTF3_NTRK1_206
Ntf3,NTRK2,207,NTF3_NTRK2_207
Ntf3,NTRK2,208,NTF3_NTRK2_208
Ntf3,NTRK2,209,NTF3_NTRK2_209
Ntf3,NTRK2,210,NTF3_NTRK2_210
Ntf3,NTRK2,211,NTF3_NTRK2_211
Ntf3,NTRK2,212,NTF3_NTRK2_212
Ntf3,NTRK2,213,NTF3_NTRK2_213
Ntf3,NTRK2,214,NTF3_NTRK2_214
Ntf3,NTRK2,215,NTF3_NTRK2_215
Ntf3,NTRK2,216,NTF3_NTRK2_216
Ntf3,NTRK2,217,NTF3_NTRK2_217
Ntf3,NTRK2,218,NTF3_NTRK2_218
Ntf3,NTRK3,219,NTF3_NTRK3_219
Ntf3,NTRK3,220,NTF3_NTRK3_220
Ntf3,NTRK3,221,NTF3_NTRK3_221
Ntf3,NTRK3,222,NTF3_NTRK3_222
Ntf3,NTRK3,223,NTF3_NTRK3_223
Ntf3,NTRK3,224,NTF3_NTRK3_224
Ntf3,NTRK3,225,NTF3_NTRK3_225
Ntf3,NTRK3,226,NTF3_NTRK3_226
Ntf3,NTRK3,227,NTF3_NTRK3_227
Ntf3,NTRK3,228,NTF3_NTRK3_228
Ntf3,NTRK3,229,NTF3_NTRK3_229
Ntf3,NTRK3,230,NTF3_NTRK3_230
Ntf5,NTRK2,207,NTF5_NTRK2_207
Ntf5,NTRK2,208,NTF5_NTRK2_208
Ntf5,NTRK2,209,NTF5_NTRK2_209
Ntf5,NTRK2,210,NTF5_NTRK2_210
Ntf5,NTRK2,211,NTF5_NTRK2_211
Ntf5,NTRK2,212,NTF5_NTRK2_212
Ntf5,NTRK2,213,NTF5_NTRK2_213
Ntf5,NTRK2,214,NTF5_NTRK2_214
Ntf5,NTRK2,215,NTF5_NTRK2_215
Ntf5,NTRK2,216,NTF5_NTRK2_216
Ntf5,NTRK2,217,NTF5_NTRK2_217
Ntf5,NTRK2,218,NTF5_NTRK2_218
Anxa1,FPR1,275,ANXA1_FPR1_275
Anxa1,FPR1,276,ANXA1_FPR1_276
Anxa1,FPR1,277,ANXA1_FPR1_277
Apela,APLNR,28,APELA_APLNR_28
Apela,APLNR,29,APELA_APLNR_29
Apela,APLNR,30,APELA_APLNR_30
Apela,APLNR,31,APELA_APLNR_31
Apela,APLNR,32,APELA_APLNR_32
Apela,APLNR,33,APELA_APLNR_33
Gcg,GLP1R,138,GCG_GLP1R_138
Ghrh,GHSR,41,GHRH_GHSR_41
Ghrh,GHSR,42,GHRH_GHSR_42
Ghrh,GHSR,43,GHRH_GHSR_43
Ghrh,GHSR,44,GHRH_GHSR_44
Ghrh,GHSR,45,GHRH_GHSR_45
Ghrh,GHSR,46,GHRH_GHSR_46
Ghrh,GHSR,47,GHRH_GHSR_47
Ghrh,GHSR,48,GHRH_GHSR_48
Ghrh,GHSR,49,GHRH_GHSR_49
Ghrh,GHSR,50,GHRH_GHSR_50
Gnrh1,GNRHR,123,GNRH1_GNRHR_123
Gnrh1,GNRHR,124,GNRH1_GNRHR_124
Gnrh1,GNRHR,125,GNRH1_GNRHR_125
Gnrh1,GNRHR,126,GNRH1_GNRHR_126
Gnrh1,GNRHR,127,GNRH1_GNRHR_127
Lep,LEPR,11,LEP_LEPR_11
Lep,LEPR,22,LEP_LEPR_22
Lep,LEPR,23,LEP_LEPR_23
Lep,LEPR,24,LEP_LEPR_24
Lep,LEPR,25,LEP_LEPR_25
Lep,LEPR,26,LEP_LEPR_26
Lep,LEPR,27,LEP_LEPR_27
Lgals9,PTPRC,290,LGALS9_PTPRC_290
Lgals9,PTPRC,291,LGALS9_PTPRC_291
Lgals9,PTPRC,292,LGALS9_PTPRC_292
Lgals9,PTPRC,293,LGALS9_PTPRC_293
Lgals9,PTPRC,294,LGALS9_PTPRC_294
Lgals9,PTPRC,295,LGALS9_PTPRC_295
Lgals9,PTPRC,296,LGALS9_PTPRC_296
Lgals9,PTPRC,297,LGALS9_PTPRC_297
Lgals9,PTPRC,298,LGALS9_PTPRC_298
Lgals9,PTPRC,299,LGALS9_PTPRC_299
Lgals9,PTPRC,300,LGALS9_PTPRC_300
Lgals9,PTPRC,301,LGALS9_PTPRC_301
Lgals9,PTPRC,302,LGALS9_PTPRC_302
Lgals9,PTPRC,303,LGALS9_PTPRC_303
Lgals9,PTPRC,304,LGALS9_PTPRC_304
Lgals9,PTPRC,305,LGALS9_PTPRC_305
Rarres2,GPR1,129,RARRES2_GPR1_129
Rarres2,GPR1,139,RARRES2_GPR1_139
Uts2b,SSTR5,41,UTS2B_SSTR5_41
Uts2b,SSTR5,42,UTS2B_SSTR5_42
Uts2b,SSTR5,43,UTS2B_SSTR5_43
Uts2b,SSTR5,44,UTS2B_SSTR5_44
Uts2b,SSTR5,45,UTS2B_SSTR5_45
Uts2b,SSTR5,46,UTS2B_SSTR5_46
Uts2b,SSTR5,47,UTS2B_SSTR5_47
Uts2b,SSTR5,48,UTS2B_SSTR5_48
Uts2b,SSTR5,49,UTS2B_SSTR5_49
Uts2b,SSTR5,50,UTS2B_SSTR5_50
Dagla,CNR1,41,
Dagla,CNR1,42,
Dagla,CNR1,43,
Dagla,CNR1,44,
Dagla,CNR1,45,
Dagla,CNR1,46,
Dagla,CNR1,47,
Dagla,CNR1,48,
Dagla,CNR1,49,
Dagla,CNR1,50,
Dagla,CNR1,279,
Daglb,CNR1,41,
Daglb,CNR1,42,
Daglb,CNR1,43,
Daglb,CNR1,44,
Daglb,CNR1,45,
Daglb,CNR1,46,
Daglb,CNR1,47,
Daglb,CNR1,48,
Daglb,CNR1,49,
Daglb,CNR1,50,
Daglb,CNR1,279,
Chat,CHRM2,41,
Chat,CHRM2,42,
Chat,CHRM2,43,
Chat,CHRM2,44,
Chat,CHRM2,45,
Chat,CHRM2,46,
Chat,CHRM2,47,
Chat,CHRM2,48,
Chat,CHRM2,49,
Chat,CHRM2,50,
Chat,CHRM1,41,
Chat,CHRM1,42,
Chat,CHRM1,43,
Chat,CHRM1,44,
Chat,CHRM1,45,
Chat,CHRM1,46,
Chat,CHRM1,47,
Chat,CHRM1,48,
Chat,CHRM1,49,
Chat,CHRM1,50,
Cyp17a1,AR,5,
Cyp17a1,AR,14,
Cyp17a1,AR,15,
Cyp17a1,AR,17,
Cyp17a1,AR,18,
Cyp17a1,AR,20,
Cyp17a1,AR,23,
Cyp17a1,AR,24,
Cyp17a1,AR,26,
Cyp17a1,AR,41,
Cyp17a1,AR,42,
Cyp17a1,AR,43,
Cyp17a1,AR,44,
Cyp17a1,AR,45,
Cyp17a1,AR,46,
Cyp17a1,AR,47,
Cyp17a1,AR,48,
Cyp17a1,AR,49,
Cyp17a1,AR,50,
Cyp17a1,AR,54,
Cyp17a1,AR,55,
Cyp17a1,AR,56,
Cyp17a1,AR,73,
Cyp17a1,AR,80,
Cyp17a1,AR,83,
Cyp17a1,AR,88,
Cyp17a1,AR,95,
Cyp17a1,AR,98,
Cyp17a1,AR,102,
Cyp17a1,AR,103,
Cyp17a1,AR,104,
Cyp17a1,AR,105,
Cyp17a1,AR,106,
Cyp17a1,AR,107,
Cyp17a1,AR,108,
Cyp17a1,AR,109,
Cyp17a1,AR,110,
Cyp17a1,AR,112,
Cyp17a1,AR,113,
Cyp17a1,AR,118,
Cyp17a1,AR,141,
Cyp17a1,AR,142,
Cyp17a1,AR,169,
Cyp17a1,AR,173,
Cyp17a1,AR,175,
Cyp17a1,AR,176,
Cyp17a1,AR,177,
Cyp17a1,AR,182,
Cyp17a1,AR,183,
Cyp17a1,AR,184,
Cyp17a1,AR,186,
Cyp17a1,AR,188,
Cyp17a1,AR,191,
Cyp17a1,AR,192,
Cyp17a1,AR,193,
Cyp17a1,AR,249,
Cyp17a1,AR,250,
Cyp17a1,AR,251,
Cyp17a1,AR,252,
Cyp17a1,AR,275,
Cyp17a1,AR,276,
Cyp17a1,AR,277,
Sult1e1,PPARG,14,
Sult1e1,PPARG,15,
Sult1e1,PPARG,17,
Sult1e1,PPARG,18,
Sult1e1,PPARG,20,
Sult1e1,PPARG,23,
Sult1e1,PPARG,24,
Sult1e1,PPARG,26,
Sult1e1,PPARA,47,
Sult2a1,PPARG,14,
Sult2a1,PPARG,15,
Sult2a1,PPARG,17,
Sult2a1,PPARG,18,
Sult2a1,PPARG,20,
Sult2a1,PPARG,23,
Sult2a1,PPARG,24,
Sult2a1,PPARG,26,
Sult2a1,PPARA,47,
Ubash3b,ESR1,57,
Ubash3b,ESR1,58,
Ubash3b,ESR1,346,
Ubash3b,ESR1,350,
Ubash3b,PPARA,47,
Srd5a1,AR,5,
Srd5a1,AR,14,
Srd5a1,AR,15,
Srd5a1,AR,17,
Srd5a1,AR,18,
Srd5a1,AR,20,
Srd5a1,AR,23,
Srd5a1,AR,24,
Srd5a1,AR,26,
Srd5a1,AR,41,
Srd5a1,AR,42,
Srd5a1,AR,43,
Srd5a1,AR,44,
Srd5a1,AR,45,
Srd5a1,AR,46,
Srd5a1,AR,47,
Srd5a1,AR,48,
Srd5a1,AR,49,
Srd5a1,AR,50,
Srd5a1,AR,54,
Srd5a1,AR,55,
Srd5a1,AR,56,
Srd5a1,AR,73,
Srd5a1,AR,80,
Srd5a1,AR,83,
Srd5a1,AR,88,
Srd5a1,AR,95,
Srd5a1,AR,98,
Srd5a1,AR,102,
Srd5a1,AR,103,
Srd5a1,AR,104,
Srd5a1,AR,105,
Srd5a1,AR,106,
Srd5a1,AR,107,
Srd5a1,AR,108,
Srd5a1,AR,109,
Srd5a1,AR,110,
Srd5a1,AR,112,
Srd5a1,AR,113,
Srd5a1,AR,118,
Srd5a1,AR,141,
Srd5a1,AR,142,
Srd5a1,AR,169,
Srd5a1,AR,173,
Srd5a1,AR,175,
Srd5a1,AR,176,
Srd5a1,AR,177,
Srd5a1,AR,182,
Srd5a1,AR,183,
Srd5a1,AR,184,
Srd5a1,AR,186,
Srd5a1,AR,188,
Srd5a1,AR,191,
Srd5a1,AR,192,
Srd5a1,AR,193,
Srd5a1,AR,249,
Srd5a1,AR,250,
Srd5a1,AR,251,
Srd5a1,AR,252,
Srd5a1,AR,275,
Srd5a1,AR,276,
Srd5a1,AR,277,
Srd5a2,AR,5,
Srd5a2,AR,14,
Srd5a2,AR,15,
Srd5a2,AR,17,
Srd5a2,AR,18,
Srd5a2,AR,20,
Srd5a2,AR,23,
Srd5a2,AR,24,
Srd5a2,AR,26,
Srd5a2,AR,41,
Srd5a2,AR,42,
Srd5a2,AR,43,
Srd5a2,AR,44,
Srd5a2,AR,45,
Srd5a2,AR,46,
Srd5a2,AR,47,
Srd5a2,AR,48,
Srd5a2,AR,49,
Srd5a2,AR,50,
Srd5a2,AR,54,
Srd5a2,AR,55,
Srd5a2,AR,56,
Srd5a2,AR,73,
Srd5a2,AR,80,
Srd5a2,AR,83,
Srd5a2,AR,88,
Srd5a2,AR,95,
Srd5a2,AR,98,
Srd5a2,AR,102,
Srd5a2,AR,103,
Srd5a2,AR,104,
Srd5a2,AR,105,
Srd5a2,AR,106,
Srd5a2,AR,107,
Srd5a2,AR,108,
Srd5a2,AR,109,
Srd5a2,AR,110,
Srd5a2,AR,112,
Srd5a2,AR,113,
Srd5a2,AR,118,
Srd5a2,AR,141,
Srd5a2,AR,142,
Srd5a2,AR,169,
Srd5a2,AR,173,
Srd5a2,AR,175,
Srd5a2,AR,176,
Srd5a2,AR,177,
Srd5a2,AR,182,
Srd5a2,AR,183,
Srd5a2,AR,184,
Srd5a2,AR,186,
Srd5a2,AR,188,
Srd5a2,AR,191,
Srd5a2,AR,192,
Srd5a2,AR,193,
Srd5a2,AR,249,
Srd5a2,AR,250,
Srd5a2,AR,251,
Srd5a2,AR,252,
Srd5a2,AR,275,
Srd5a2,AR,276,
Srd5a2,AR,277,
Srd5a3,AR,5,
Srd5a3,AR,14,
Srd5a3,AR,15,
Srd5a3,AR,17,
Srd5a3,AR,18,
Srd5a3,AR,20,
Srd5a3,AR,23,
Srd5a3,AR,24,
Srd5a3,AR,26,
Srd5a3,AR,41,
Srd5a3,AR,42,
Srd5a3,AR,43,
Srd5a3,AR,44,
Srd5a3,AR,45,
Srd5a3,AR,46,
Srd5a3,AR,47,
Srd5a3,AR,48,
Srd5a3,AR,49,
Srd5a3,AR,50,
Srd5a3,AR,54,
Srd5a3,AR,55,
Srd5a3,AR,56,
Srd5a3,AR,73,
Srd5a3,AR,80,
Srd5a3,AR,83,
Srd5a3,AR,88,
Srd5a3,AR,95,
Srd5a3,AR,98,
Srd5a3,AR,102,
Srd5a3,AR,103,
Srd5a3,AR,104,
Srd5a3,AR,105,
Srd5a3,AR,106,
Srd5a3,AR,107,
Srd5a3,AR,108,
Srd5a3,AR,109,
Srd5a3,AR,110,
Srd5a3,AR,112,
Srd5a3,AR,113,
Srd5a3,AR,118,
Srd5a3,AR,141,
Srd5a3,AR,142,
Srd5a3,AR,169,
Srd5a3,AR,173,
Srd5a3,AR,175,
Srd5a3,AR,176,
Srd5a3,AR,177,
Srd5a3,AR,182,
Srd5a3,AR,183,
Srd5a3,AR,184,
Srd5a3,AR,186,
Srd5a3,AR,188,
Srd5a3,AR,191,
Srd5a3,AR,192,
Srd5a3,AR,193,
Srd5a3,AR,249,
Srd5a3,AR,250,
Srd5a3,AR,251,
Srd5a3,AR,252,
Srd5a3,AR,275,
Srd5a3,AR,276,
Srd5a3,AR,277,
Pnmt,ADRB2,41,
Pnmt,ADRB2,42,
Pnmt,ADRB2,43,
Pnmt,ADRB2,44,
Pnmt,ADRB2,45,
Pnmt,ADRB2,46,
Pnmt,ADRB2,47,
Pnmt,ADRB2,48,
Pnmt,ADRB2,49,
Pnmt,ADRB2,50,
Pnmt,ADRA1A,16,
Pnmt,ADRA1A,17,
Pnmt,ADRA1A,18,
Pnmt,ADRA1A,19,
Pnmt,ADRA1A,20,
Pnmt,ADRA1A,21,
Cyp19a1,ESR1,57,
Cyp19a1,ESR1,58,
Cyp19a1,ESR1,346,
Cyp19a1,ESR1,350,
Cyp19a1,ESR2,57,
Cyp19a1,ESR2,58,
Hsd17b1,ESR1,57,
Hsd17b1,ESR1,58,
Hsd17b1,ESR1,346,
Hsd17b1,ESR1,350,
Hsd17b1,ESR2,57,
Hsd17b1,ESR2,58,
Vegfa,KDR,379,
Vegfa,KDR,380,
Pgf,KDR,379,
Pgf,KDR,380,
Vegfb,KDR,379,
Vegfb,KDR,380,
Igf1,IGF1R,3,
Igf1,IGF1R,15,
Igf1,IGF1R,119,
Igf1,IGF1R,120,
Igf1,IGF1R,121,
Igf1,IGF1R,122,
Igf1,IGF1R,146,
Igf1,IGF1R,147,
Il17a_Il17f,IL17RA,136,
Il17a_Il17f,IL17RA,137,
Il25,IL17RA,136,
Il25,IL17RA,137,
Il17f,IL17RA,136,
Il17f,IL17RA,137,
Il17c,IL17RA,136,
Il17c,IL17RA,137,
Il1a,IL1R1,241,
Il1a,IL1R1,263,
Il1a,IL1R1,264,
Il1b,IL1R1,241,
Il1b,IL1R1,263,
Il1b,IL1R1,264,
Il1rn,IL1R1,241,
Il1rn,IL1R1,263,
Il1rn,IL1R1,264,
Dbh,ADRB2,41,
Dbh,ADRB2,42,
Dbh,ADRB2,43,
Dbh,ADRB2,44,
Dbh,ADRB2,45,
Dbh,ADRB2,46,
Dbh,ADRB2,47,
Dbh,ADRB2,48,
Dbh,ADRB2,49,
Dbh,ADRB2,50,
Dbh,ADRA1A,16,
Dbh,ADRA1A,17,
Dbh,ADRA1A,18,
Dbh,ADRA1A,19,
Dbh,ADRA1A,20,
Dbh,ADRA1A,21,
Cort,SSTR1,41,
Cort,SSTR1,42,
Cort,SSTR1,43,
Cort,SSTR1,44,
Cort,SSTR1,45,
Cort,SSTR1,46,
Cort,SSTR1,47,
Cort,SSTR1,48,
Cort,SSTR1,49,
Cort,SSTR1,50,
Cort,SSTR2,41,
Cort,SSTR2,42,
Cort,SSTR2,43,
Cort,SSTR2,44,
Cort,SSTR2,45,
Cort,SSTR2,46,
Cort,SSTR2,47,
Cort,SSTR2,48,
Cort,SSTR2,49,
Cort,SSTR2,50,
Cort,SSTR5,41,
Cort,SSTR5,42,
Cort,SSTR5,43,
Cort,SSTR5,44,
Cort,SSTR5,45,
Cort,SSTR5,46,
Cort,SSTR5,47,
Cort,SSTR5,48,
Cort,SSTR5,49,
Cort,SSTR5,50,
Cort,GHSR,41,
Cort,GHSR,42,
Cort,GHSR,43,
Cort,GHSR,44,
Cort,GHSR,45,
Cort,GHSR,46,
Cort,GHSR,47,
Cort,GHSR,48,
Cort,GHSR,49,
Cort,GHSR,50,
Tnfsf11,TNFRSF11A,253,
Tnfsf11,TNFRSF11A,254,
Tnfsf11,TNFRSF11A,259,
Tnfsf11,TNFRSF11A,260,
Tnfsf11,TNFRSF11A,261,
Tnfsf11,TNFRSF11A,262,
Mstn,TGFBR1,6,
Mstn,TGFBR1,6,
Ereg,EGFR,7,
Ereg,EGFR,8,
Ereg,EGFR,9,
Ereg,EGFR,54,
Ereg,EGFR,55,
Ereg,EGFR,56,
Ereg,EGFR,57,
Ereg,EGFR,58,
Ereg,EGFR,59,
Ereg,EGFR,118,
Ereg,EGFR,125,
Ereg,EGFR,128,
Ereg,EGFR,270,
Ereg,EGFR,271,
Ereg,EGFR,272,
Ereg,EGFR,281,
Vgf,NTRK1,34,
Vgf,NTRK1,35,
Vgf,NTRK1,195,
Vgf,NTRK1,196,
Vgf,NTRK1,197,
Vgf,NTRK1,198,
Vgf,NTRK1,199,
Vgf,NTRK1,200,
Vgf,NTRK1,201,
Vgf,NTRK1,202,
Vgf,NTRK1,203,
Vgf,NTRK1,204,
Vgf,NTRK1,205,
Vgf,NTRK1,206,
Bmp10,FFAR2,41,
Bmp10,FFAR2,42,
Bmp10,FFAR2,43,
Bmp10,FFAR2,44,
Bmp10,FFAR2,45,
Bmp10,FFAR2,46,
Bmp10,FFAR2,47,
Bmp10,FFAR2,48,
Bmp10,FFAR2,49,
Bmp10,FFAR2,50,
Tnf,FFAR2,41,
Tnf,FFAR2,42,
Tnf,FFAR2,43,
Tnf,FFAR2,44,
Tnf,FFAR2,45,
Tnf,FFAR2,46,
Tnf,FFAR2,47,
Tnf,FFAR2,48,
Tnf,FFAR2,49,
Tnf,FFAR2,50,
Fam3c,FFAR2,41,
Fam3c,FFAR2,42,
Fam3c,FFAR2,43,
Fam3c,FFAR2,44,
Fam3c,FFAR2,45,
Fam3c,FFAR2,46,
Fam3c,FFAR2,47,
Fam3c,FFAR2,48,
Fam3c,FFAR2,49,
Fam3c,FFAR2,50,
Tnfsf14,LTBR,243,
Tnfsf14,LTBR,244,
Vegfd,KDR,379,
Vegfd,KDR,380,
Gdf9,TGFBR1,6,
Tnfsf13,TNFRSF1A,13,
Tnfsf13,TNFRSF1A,36,
Tnfsf13,TNFRSF1A,37,
Tnfsf13,TNFRSF1A,38,
Tnfsf13,TNFRSF1A,153,
Tnfsf13,TNFRSF1A,154,
Tnfsf13,TNFRSF1A,155,
Tnfsf13,TNFRSF1A,156,
Tnfsf13,TNFRSF1A,157,
Tnfsf13,TNFRSF1A,158,
Tnfsf13,TNFRSF1A,159,
Tnfsf13,TNFRSF1A,160,
Tnfsf13,TNFRSF1A,161,
Tnfsf13,TNFRSF1A,162,
Tnfsf13,TNFRSF1A,163,
Tnfsf13,TNFRSF1A,164,
Tnfsf13,TNFRSF1A,165,
Tnfsf13,TNFRSF1A,166,
Tnfsf13,TNFRSF1A,242,
Tnfsf13,TNFRSF1A,265,
Tnfsf13,TNFRSF1A,266,
Tnfsf13,TNFRSF1A,355,
Tnfsf13,TNFRSF1A,356,
Tnfsf13,TNFRSF1A,357,
Tnfsf13,TNFRSF1A,358,
Tnfsf13,TNFRSF1A,359,
Tnfsf13,TNFRSF1A,360,
Tnfsf13,TNFRSF1A,361,
Tnfsf13,TNFRSF1A,362,
Tnfsf13,TNFRSF1A,363,
Tnfsf13,FAS,39,
Tnfsf13,FAS,40,
